season,round,constructorId,position,points,wins,points_after_race,wins_after_race,position_after_race
2007,9,honda,8,1.0,0,1.0,0.0,8.0
2007,9,toro_rosso,9,0.0,0,0.0,0.0,9.0
2007,9,spyker,10,0.0,0,0.0,0.0,10.0
2007,9,mclaren,11,128.0,5,114.0,4.0,11.0
2007,10,ferrari,1,111.0,5,103.0,5.0,1.0
2007,10,bmw_sauber,2,61.0,0,56.0,0.0,2.0
2007,10,renault,3,32.0,0,31.0,0.0,3.0
2007,10,williams,4,18.0,0,13.0,0.0,4.0
2007,10,red_bull,5,16.0,0,6.0,0.0,6.0
2007,10,toyota,6,9.0,0,9.0,0.0,5.0
2007,10,super_aguri,7,4.0,0,4.0,0.0,7.0
2007,10,honda,8,1.0,0,1.0,0.0,8.0
2007,10,toro_rosso,9,0.0,0,0.0,0.0,9.0
2007,10,spyker,10,0.0,0,0.0,0.0,10.0
2007,10,mclaren,11,138.0,5,128.0,5.0,11.0
2007,11,ferrari,1,119.0,5,111.0,5.0,1.0
2007,11,bmw_sauber,2,71.0,0,61.0,0.0,2.0
2007,11,renault,3,33.0,0,32.0,0.0,3.0
2007,11,williams,4,20.0,0,18.0,0.0,4.0
2007,11,red_bull,5,16.0,0,16.0,0.0,5.0
2007,11,toyota,6,12.0,0,9.0,0.0,6.0
2007,11,super_aguri,7,4.0,0,4.0,0.0,7.0
2007,11,honda,8,1.0,0,1.0,0.0,8.0
2007,11,toro_rosso,9,0.0,0,0.0,0.0,9.0
2007,11,spyker,10,0.0,0,0.0,0.0,10.0
2007,11,mclaren,11,138.0,6,138.0,5.0,11.0
2007,12,ferrari,1,137.0,6,119.0,5.0,1.0
2007,12,bmw_sauber,2,77.0,0,71.0,0.0,2.0
2007,12,renault,3,36.0,0,33.0,0.0,3.0
2007,12,williams,4,22.0,0,20.0,0.0,4.0
2007,12,red_bull,5,16.0,0,16.0,0.0,5.0
2007,12,toyota,6,12.0,0,12.0,0.0,6.0
2007,12,super_aguri,7,4.0,0,4.0,0.0,7.0
2007,12,honda,8,1.0,0,1.0,0.0,8.0
2007,12,toro_rosso,9,0.0,0,0.0,0.0,9.0
2007,12,spyker,10,0.0,0,0.0,0.0,10.0
2007,12,mclaren,11,148.0,6,138.0,6.0,11.0
2007,13,ferrari,1,143.0,6,137.0,6.0,1.0
2007,13,bmw_sauber,2,86.0,0,77.0,0.0,2.0
2007,13,renault,3,38.0,0,36.0,0.0,3.0
2007,13,williams,4,25.0,0,22.0,0.0,4.0
2007,13,red_bull,5,16.0,0,16.0,0.0,5.0
2007,13,toyota,6,12.0,0,12.0,0.0,6.0
2007,13,super_aguri,7,4.0,0,4.0,0.0,7.0
2007,13,honda,8,2.0,0,1.0,0.0,8.0
2007,13,toro_rosso,9,0.0,0,0.0,0.0,9.0
2007,13,spyker,10,0.0,0,0.0,0.0,10.0
2007,13,mclaren,11,166.0,7,148.0,6.0,11.0
2007,14,ferrari,1,161.0,7,143.0,6.0,1.0
2007,14,bmw_sauber,2,90.0,0,86.0,0.0,2.0
2007,14,renault,3,39.0,0,38.0,0.0,3.0
2007,14,williams,4,28.0,0,25.0,0.0,4.0
2007,14,red_bull,5,18.0,0,16.0,0.0,5.0
2007,14,toyota,6,12.0,0,12.0,0.0,6.0
2007,14,super_aguri,7,4.0,0,4.0,0.0,7.0
2007,14,honda,8,2.0,0,2.0,0.0,8.0
2007,14,toro_rosso,9,0.0,0,0.0,0.0,9.0
2007,14,spyker,10,0.0,0,0.0,0.0,10.0
2007,14,mclaren,11,192.0,7,166.0,7.0,11.0
2007,15,ferrari,1,170.0,7,161.0,7.0,1.0
2007,15,bmw_sauber,2,92.0,0,90.0,0.0,2.0
2007,15,renault,3,51.0,0,39.0,0.0,3.0
2007,15,williams,4,28.0,0,28.0,0.0,4.0
2007,15,red_bull,5,23.0,0,18.0,0.0,5.0
2007,15,toyota,6,12.0,0,12.0,0.0,6.0
2007,15,super_aguri,7,4.0,0,4.0,0.0,7.0
2007,15,honda,8,2.0,0,2.0,0.0,8.0
2007,15,spyker,9,1.0,0,0.0,0.0,10.0
2007,15,toro_rosso,10,0.0,0,0.0,0.0,9.0
2007,15,mclaren,11,202.0,8,192.0,7.0,11.0
2007,16,ferrari,1,186.0,8,170.0,7.0,1.0
2007,16,bmw_sauber,2,94.0,0,92.0,0.0,2.0
2007,16,renault,3,51.0,0,51.0,0.0,3.0
2007,16,williams,4,28.0,0,28.0,0.0,4.0
2007,16,red_bull,5,24.0,0,23.0,0.0,5.0
2007,16,toyota,6,12.0,0,12.0,0.0,6.0
2007,16,toro_rosso,7,8.0,0,0.0,0.0,10.0
2007,16,honda,8,6.0,0,2.0,0.0,8.0
2007,16,super_aguri,9,4.0,0,4.0,0.0,7.0
2007,16,spyker,10,1.0,0,1.0,0.0,9.0
2007,16,mclaren,11,210.0,8,202.0,8.0,11.0
2007,17,ferrari,1,204.0,9,186.0,8.0,1.0
2007,17,bmw_sauber,2,101.0,0,94.0,0.0,2.0
2007,17,renault,3,51.0,0,51.0,0.0,3.0
2007,17,williams,4,33.0,0,28.0,0.0,4.0
2007,17,red_bull,5,24.0,0,24.0,0.0,5.0
2007,17,toyota,6,13.0,0,12.0,0.0,6.0
2007,17,toro_rosso,7,8.0,0,8.0,0.0,7.0
2007,17,honda,8,6.0,0,6.0,0.0,8.0
2007,17,super_aguri,9,4.0,0,4.0,0.0,9.0
2007,17,spyker,10,1.0,0,1.0,0.0,10.0
2007,17,mclaren,11,218.0,8,210.0,8.0,11.0
2008,1,mclaren,1,14.0,1,,,
2008,1,williams,2,9.0,0,,,
2008,1,bmw_sauber,3,8.0,0,,,
2008,1,renault,4,5.0,0,,,
2008,1,toro_rosso,5,2.0,0,,,
2008,1,ferrari,6,1.0,0,,,
2008,2,mclaren,1,24.0,1,14.0,1.0,1.0
2008,2,bmw_sauber,2,19.0,0,8.0,0.0,3.0
2008,2,ferrari,3,11.0,1,1.0,0.0,6.0
2008,2,williams,4,9.0,0,9.0,0.0,2.0
2008,2,renault,5,6.0,0,5.0,0.0,4.0
2008,2,toyota,6,5.0,0,,,
2008,2,red_bull,7,2.0,0,,,
2008,2,toro_rosso,8,2.0,0,2.0,0.0,5.0
2008,2,honda,9,0.0,0,,,
2008,2,force_india,10,0.0,0,,,
2008,2,super_aguri,11,0.0,0,,,
2008,3,bmw_sauber,1,30.0,0,19.0,0.0,2.0
2008,3,ferrari,2,29.0,2,11.0,1.0,3.0
2008,3,mclaren,3,28.0,1,24.0,1.0,1.0
2008,3,williams,4,10.0,0,9.0,0.0,4.0
2008,3,toyota,5,8.0,0,5.0,0.0,6.0
2008,3,renault,6,6.0,0,6.0,0.0,5.0
2008,3,red_bull,7,4.0,0,2.0,0.0,7.0
2008,3,toro_rosso,8,2.0,0,2.0,0.0,8.0
2008,3,honda,9,0.0,0,0.0,0.0,9.0
2008,3,force_india,10,0.0,0,0.0,0.0,10.0
2008,3,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,4,ferrari,1,47.0,3,29.0,2.0,2.0
2008,4,bmw_sauber,2,35.0,0,30.0,0.0,1.0
2008,4,mclaren,3,34.0,1,28.0,1.0,3.0
2008,4,williams,4,12.0,0,10.0,0.0,4.0
2008,4,toyota,5,9.0,0,8.0,0.0,5.0
2008,4,red_bull,6,8.0,0,4.0,0.0,7.0
2008,4,renault,7,6.0,0,6.0,0.0,6.0
2008,4,honda,8,3.0,0,0.0,0.0,9.0
2008,4,toro_rosso,9,2.0,0,2.0,0.0,8.0
2008,4,force_india,10,0.0,0,0.0,0.0,10.0
2008,4,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,5,ferrari,1,63.0,4,47.0,3.0,1.0
2008,5,bmw_sauber,2,44.0,0,35.0,0.0,2.0
2008,5,mclaren,3,42.0,1,34.0,1.0,3.0
2008,5,williams,4,13.0,0,12.0,0.0,4.0
2008,5,red_bull,5,10.0,0,8.0,0.0,6.0
2008,5,toyota,6,9.0,0,9.0,0.0,5.0
2008,5,renault,7,9.0,0,6.0,0.0,7.0
2008,5,honda,8,3.0,0,3.0,0.0,8.0
2008,5,toro_rosso,9,2.0,0,2.0,0.0,9.0
2008,5,force_india,10,0.0,0,0.0,0.0,10.0
2008,5,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,6,ferrari,1,69.0,4,63.0,4.0,1.0
2008,6,mclaren,2,53.0,2,42.0,1.0,3.0
2008,6,bmw_sauber,3,52.0,0,44.0,0.0,2.0
2008,6,williams,4,15.0,0,13.0,0.0,4.0
2008,6,red_bull,5,15.0,0,10.0,0.0,5.0
2008,6,toyota,6,9.0,0,9.0,0.0,6.0
2008,6,renault,7,9.0,0,9.0,0.0,7.0
2008,6,toro_rosso,8,6.0,0,2.0,0.0,9.0
2008,6,honda,9,6.0,0,3.0,0.0,8.0
2008,6,force_india,10,0.0,0,0.0,0.0,10.0
2008,6,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,7,ferrari,1,73.0,4,69.0,4.0,1.0
2008,7,bmw_sauber,2,70.0,1,52.0,0.0,3.0
2008,7,mclaren,3,53.0,2,53.0,2.0,2.0
2008,7,red_bull,4,21.0,0,15.0,0.0,5.0
2008,7,toyota,5,17.0,0,9.0,0.0,6.0
2008,7,williams,6,15.0,0,15.0,0.0,4.0
2008,7,renault,7,9.0,0,9.0,0.0,7.0
2008,7,honda,8,8.0,0,6.0,0.0,9.0
2008,7,toro_rosso,9,7.0,0,6.0,0.0,8.0
2008,7,force_india,10,0.0,0,0.0,0.0,10.0
2008,7,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,8,ferrari,1,91.0,5,73.0,4.0,1.0
2008,8,bmw_sauber,2,74.0,1,70.0,1.0,2.0
2008,8,mclaren,3,58.0,2,53.0,2.0,3.0
2008,8,red_bull,4,24.0,0,21.0,0.0,4.0
2008,8,toyota,5,23.0,0,17.0,0.0,5.0
2008,8,williams,6,15.0,0,15.0,0.0,6.0
2008,8,renault,7,12.0,0,9.0,0.0,7.0
2008,8,honda,8,8.0,0,8.0,0.0,8.0
2008,8,toro_rosso,9,7.0,0,7.0,0.0,9.0
2008,8,force_india,10,0.0,0,0.0,0.0,10.0
2008,8,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,9,ferrari,1,96.0,5,91.0,5.0,1.0
2008,9,bmw_sauber,2,82.0,1,74.0,1.0,2.0
2008,9,mclaren,3,72.0,3,58.0,2.0,3.0
2008,9,toyota,4,25.0,0,23.0,0.0,5.0
